   ------------------------------------------------------------------
  | Welcome to ROOT 6.20/06                        https://root.cern |
  | (c) 1995-2020, The ROOT Team; conception: R. Brun, F. Rademakers |
  | Built for linuxx8664gcc on Jun 10 2020, 06:10:57                 |
  | From tags/v6-20-06@v6-20-06                                      |
  | Try '.help', '.demo', '.license', '.credits', '.quit'/'.q'       |
   ------------------------------------------------------------------


Processing unifiedPlots.cc...
Which data do you want to analyze? (P17B/P19A/P20A/P21A) 
>> Is the data subtracted by accidental? (y/n)
>> Do you want to save plots? (y/n)
>> Processing P17B presub data ...
Found root file!
Initializing ...
Run = 37663 , AD = 1 , Events = 24
Run = 37663 , AD = 2 , Events = 19
Run = 37664 , AD = 1 , Events = 9
Run = 37664 , AD = 2 , Events = 8
Run = 37666 , AD = 1 , Events = 42
Run = 37666 , AD = 2 , Events = 53
Run = 37667 , AD = 1 , Events = 178
Run = 37667 , AD = 2 , Events = 240
Run = 37836 , AD = 1 , Events = 2301
Run = 37836 , AD = 2 , Events = 2277
Run = 37842 , AD = 1 , Events = 1588
Run = 37842 , AD = 2 , Events = 1679
Run = 37855 , AD = 1 , Events = 1542
Run = 37855 , AD = 2 , Events = 1595
Run = 37939 , AD = 1 , Events = 1924
Run = 37939 , AD = 2 , Events = 1854
Run = 37942 , AD = 1 , Events = 469
Run = 37942 , AD = 2 , Events = 478
Run = 37945 , AD = 1 , Events = 2
Run = 37945 , AD = 2 , Events = 4
Run = 37946 , AD = 1 , Events = 1586
Run = 37946 , AD = 2 , Events = 1539
Run = 37959 , AD = 1 , Events = 1641
Run = 37959 , AD = 2 , Events = 1739
Run = 38044 , AD = 1 , Events = 2211
Run = 38044 , AD = 2 , Events = 2202
Run = 38053 , AD = 1 , Events = 1404
Run = 38053 , AD = 2 , Events = 1409
Run = 38058 , AD = 1 , Events = 1551
Run = 38058 , AD = 2 , Events = 1567
Run = 38143 , AD = 1 , Events = 2423
Run = 38143 , AD = 2 , Events = 2495
Run = 38152 , AD = 1 , Events = 1642
Run = 38152 , AD = 2 , Events = 1694
Run = 38169 , AD = 1 , Events = 1511
Run = 38169 , AD = 2 , Events = 1505
Run = 38334 , AD = 1 , Events = 2368
Run = 38334 , AD = 2 , Events = 2370
Run = 38343 , AD = 1 , Events = 1789
Run = 38343 , AD = 2 , Events = 1872
Run = 38357 , AD = 1 , Events = 1618
Run = 38357 , AD = 2 , Events = 1732
Run = 38439 , AD = 1 , Events = 1679
Run = 38439 , AD = 2 , Events = 1697
Run = 38445 , AD = 1 , Events = 2634
Run = 38445 , AD = 2 , Events = 2656
Run = 38458 , AD = 1 , Events = 1626
Run = 38458 , AD = 2 , Events = 1595
Run = 38539 , AD = 1 , Events = 1510
Run = 38539 , AD = 2 , Events = 1579
Run = 38551 , AD = 1 , Events = 1190
Run = 38551 , AD = 2 , Events = 1157
Run = 38561 , AD = 1 , Events = 1135
Run = 38561 , AD = 2 , Events = 1178
Run = 38572 , AD = 1 , Events = 597
Run = 38572 , AD = 2 , Events = 557
Run = 38577 , AD = 1 , Events = 148
Run = 38577 , AD = 2 , Events = 158
Run = 38595 , AD = 1 , Events = 320
Run = 38595 , AD = 2 , Events = 338
Run = 38686 , AD = 1 , Events = 13
Run = 38686 , AD = 2 , Events = 5
Run = 38693 , AD = 1 , Events = 230
Run = 38693 , AD = 2 , Events = 278
Run = 38701 , AD = 1 , Events = 1156
Run = 38701 , AD = 2 , Events = 1147
Run = 38715 , AD = 1 , Events = 1201
Run = 38715 , AD = 2 , Events = 1127
Run = 38886 , AD = 1 , Events = 1512
Run = 38886 , AD = 2 , Events = 1559
Run = 38893 , AD = 1 , Events = 1084
Run = 38893 , AD = 2 , Events = 1182
Run = 38898 , AD = 1 , Events = 1090
Run = 38898 , AD = 2 , Events = 1122
Run = 38985 , AD = 1 , Events = 57
Run = 38985 , AD = 2 , Events = 65
Run = 38990 , AD = 1 , Events = 781
Run = 38990 , AD = 2 , Events = 896
Run = 39070 , AD = 1 , Events = 560
Run = 39070 , AD = 2 , Events = 571
Run = 39073 , AD = 1 , Events = 1104
Run = 39073 , AD = 2 , Events = 1097
Run = 39082 , AD = 1 , Events = 456
Run = 39082 , AD = 2 , Events = 464
Run = 39164 , AD = 1 , Events = 563
Run = 39164 , AD = 2 , Events = 542
Run = 39173 , AD = 1 , Events = 1691
Run = 39173 , AD = 2 , Events = 1732
Run = 39183 , AD = 1 , Events = 1116
Run = 39183 , AD = 2 , Events = 1086
Run = 39202 , AD = 1 , Events = 22
Run = 39202 , AD = 2 , Events = 22
Run = 39203 , AD = 1 , Events = 1115
Run = 39203 , AD = 2 , Events = 1127
Run = 39286 , AD = 1 , Events = 1625
Run = 39286 , AD = 2 , Events = 1645
Run = 39295 , AD = 1 , Events = 1111
Run = 39295 , AD = 2 , Events = 1180
Run = 39298 , AD = 1 , Events = 1061
Run = 39298 , AD = 2 , Events = 1144
Run = 39467 , AD = 1 , Events = 1607
Run = 39467 , AD = 2 , Events = 1545
Run = 39479 , AD = 1 , Events = 1154
Run = 39479 , AD = 2 , Events = 1100
Run = 39488 , AD = 1 , Events = 1262
Run = 39488 , AD = 2 , Events = 1209
Run = 39578 , AD = 1 , Events = 2039
Run = 39578 , AD = 2 , Events = 2106
Run = 39584 , AD = 1 , Events = 1722
Run = 39584 , AD = 2 , Events = 1885
Run = 39603 , AD = 1 , Events = 71
Run = 39603 , AD = 2 , Events = 74
Run = 39606 , AD = 1 , Events = 1299
Run = 39606 , AD = 2 , Events = 1231
Run = 39680 , AD = 1 , Events = 2581
Run = 39680 , AD = 2 , Events = 2471
Run = 39693 , AD = 1 , Events = 1745
Run = 39693 , AD = 2 , Events = 1769
Run = 39701 , AD = 1 , Events = 1163
Run = 39701 , AD = 2 , Events = 1264
Run = 39762 , AD = 1 , Events = 3127
Run = 39762 , AD = 2 , Events = 3019
Run = 39793 , AD = 1 , Events = 943
Run = 39793 , AD = 2 , Events = 908
Run = 39797 , AD = 1 , Events = 1026
Run = 39797 , AD = 2 , Events = 934
Run = 40016 , AD = 1 , Events = 2475
Run = 40016 , AD = 2 , Events = 2537
Run = 40035 , AD = 1 , Events = 1795
Run = 40035 , AD = 2 , Events = 1878
Run = 40044 , AD = 1 , Events = 1771
Run = 40044 , AD = 2 , Events = 1845
Run = 40125 , AD = 1 , Events = 2725
Run = 40125 , AD = 2 , Events = 2646
Run = 40135 , AD = 1 , Events = 1711
Run = 40135 , AD = 2 , Events = 1692
Run = 40144 , AD = 1 , Events = 1733
Run = 40144 , AD = 2 , Events = 1789
Run = 40246 , AD = 1 , Events = 2588
Run = 40246 , AD = 2 , Events = 2602
Run = 40251 , AD = 1 , Events = 1868
Run = 40251 , AD = 2 , Events = 1832
Run = 40260 , AD = 1 , Events = 1852
Run = 40260 , AD = 2 , Events = 1758
Run = 40341 , AD = 1 , Events = 2588
Run = 40341 , AD = 2 , Events = 2716
Run = 40355 , AD = 1 , Events = 1815
Run = 40355 , AD = 2 , Events = 1777
Run = 40364 , AD = 1 , Events = 1811
Run = 40364 , AD = 2 , Events = 1819
Run = 40529 , AD = 1 , Events = 1385
Run = 40529 , AD = 2 , Events = 1355
Run = 40542 , AD = 1 , Events = 1020
Run = 40542 , AD = 2 , Events = 1022
Run = 40547 , AD = 1 , Events = 1838
Run = 40547 , AD = 2 , Events = 1908
Run = 40558 , AD = 1 , Events = 8
Run = 40558 , AD = 2 , Events = 14
Run = 40563 , AD = 1 , Events = 1772
Run = 40563 , AD = 2 , Events = 1800
Run = 40638 , AD = 1 , Events = 2505
Run = 40638 , AD = 2 , Events = 2554
Run = 40658 , AD = 1 , Events = 1778
Run = 40658 , AD = 2 , Events = 1774
Run = 40667 , AD = 1 , Events = 1856
Run = 40667 , AD = 2 , Events = 1888
Run = 40746 , AD = 1 , Events = 2590
Run = 40746 , AD = 2 , Events = 2641
Run = 40756 , AD = 1 , Events = 1801
Run = 40756 , AD = 2 , Events = 1891
Run = 40762 , AD = 1 , Events = 1143
